did|mid
54243|226753
54243|234865
54243|246568
54243|246800
54243|260180
54243|268103
54243|270159
54243|271403
54243|271570
54243|271926
54243|273059
54243|286770
54243|288550
54243|297731
54243|298230
54243|298465
54243|304639
54243|335734
54243|335751
54243|344248
54243|351117
54243|354304
54243|373772
54244|168059
54244|226796
54244|284781
54245|52168
54245|58782
54245|85324
54245|140668
54245|162554
54245|370982
54246|4937
54246|87123
54246|130200
54246|180358
54246|376215
54249|94178
54249|101103
54249|159383
54249|169837
54249|179823
54249|209512
54249|247077
54249|262675
54249|278912
54249|312427
54249|315007
54250|40812
54250|41252
54250|83094
54250|240694
54250|247560
54250|258881
54250|297635
54251|100880
54251|254801
54252|105352
54253|72401
54254|3392
54254|12531
54254|17041
54254|205097
54254|378267
54255|65148
54256|88494
54256|88640
54256|91468
54256|297726
54257|30761
54257|36223
54257|37955
54257|98091
54257|286554
54257|286555
54257|302520
54257|317759
54257|318949
54258|159310
54259|3012
54259|101352
54259|144195
54259|210083
54259|269100
54259|290804
54259|310943
54259|341104
54259|354080
54259|366391
54260|281271
54261|30758
54261|281301
54261|333689
54261|346627
54262|250564
54263|300780
54264|256544
54265|33470
54265|197335
54266|138437
54266|144354
54266|166066
54266|178516
54266|202481
54266|227778
54266|233042
54266|252145
54266|290478
54266|338581
54266|366457
54268|5318
54269|73299
54269|111993
54269|255510
54270|98616
54270|136623
54270|192826
54270|260758
54270|315386
54270|377451
54270|377452
54271|9861
54271|13161
54271|13204
54271|17360
54271|32458
54271|35970
54271|36153
54271|45811
54271|59050
54271|77053
54271|123756
54271|138599
54271|138601
54271|138931
54271|138932
54271|139422
54271|140009
54271|164931
54271|164932
54271|167369
54271|172896
54271|173204
54271|177326
54271|182113
54271|199430
54271|200121
54271|200635
54271|200638
54271|200676
54271|208172
54271|208578
54271|208579
54271|208580
54271|208584
54271|208594
54271|208595
54271|222499
54271|226051
54271|226052
54271|226059
54271|228717
54271|248720
54271|250630
54271|251146
54271|271936
54271|284765
54271|286756
54271|286757
54271|286774
54271|287410
54271|287632
54271|287677
54271|288224
54271|288556
54271|288557
54271|297279
54271|300220
54271|300251
54271|319103
54271|333115
54271|351107
54271|351116
54272|56931
54273|20357
54273|165352
54273|289307
54274|170873
54275|157846
54275|215070
54276|21563
54276|76863
54276|76864
54276|76866
54276|76922
54276|132383
54276|168847
54276|172110
54276|172236
54276|175467
54276|175476
54276|177922
54276|178307
54276|180621
54276|180622
54276|180626
54276|180627
54276|217621
54276|221846
54276|229773
54276|229776
54276|229778
54276|232518
54276|239324
54276|241939
54276|242244
54276|294032
54276|294053
54276|297069
54276|298971
54276|299134
54276|299254
54276|299311
54276|299572
54276|335364
54276|372033
54276|373178
54276|374090
54276|374091
54276|374107
54276|374110
54276|374112
54276|374113
54277|16930
54277|57838
54277|234728
54277|235336
54278|150663
54278|208188
54278|250877
54279|324458
54280|214715
54280|271540
54281|323937
54281|323938
54282|263318
54284|9030
54284|9047
54284|17990
54284|31339
54284|35800
54284|40697
54284|44700
54284|45918
54284|54624
54284|65949
54284|65956
54284|75343
54284|77917
54284|77945
54284|78055
54284|95847
54284|116139
54284|118053
54284|118716
54284|126600
54284|130603
54284|142533
54284|144611
54284|147823
54284|185356
54284|193853
54284|194418
54284|196277
54284|251289
54284|254462
54284|272964
54284|278063
54284|288984
54284|291176
54284|298223
54284|304331
54284|304350
54284|309229
54284|310765
54284|316228
54284|323750
54284|331501
54284|331569
54284|338268
54284|339595
54284|349921
54284|367943
54285|348911
54286|162857
54286|251109
54287|43899
54287|265256
54288|192732
54288|220768
54288|348911
54289|78226
54289|293186
54290|86713
54290|202142
54291|167644
54291|362557
54292|64886
54292|70537
54292|119062
54292|176956
54292|185715
54292|207136
54292|303894
54292|303905
54292|332101
54293|234467
54294|355013
54296|105716
54297|193715
54298|346289
54298|360178
54299|41338
54301|318310
54302|115593
54303|119977
54304|35150
54304|35583
54304|39878
54304|46557
54304|64095
54304|74101
54304|105073
54304|107546
54304|114861
54304|117726
54304|128264
54304|133733
54304|144541
54304|146032
54304|153179
54304|166048
54304|184300
54304|186370
54304|192352
54304|193641
54304|196217
54304|196521
54304|203759
54304|217422
54304|219939
54304|254274
54304|269418
54304|279378
54304|281000
54304|306017
54304|311473
54304|325981
54304|337407
54304|366141
54304|366368
54305|126553
54305|334092
54306|366273
54307|14769
54308|201483
54311|141815
54311|299905
54312|296918
54314|364864
54315|115283
54316|113795
54317|263390
54318|126588
54319|330078
54320|84486
54320|119011
54320|119228
54320|143545
54320|304288
54320|320102
54321|55255
54321|271173
54322|46270
54322|231879
54322|366980
54323|12178
54323|22085
54323|39707
54323|42420
54323|78315
54323|78316
54323|95140
54323|133972
54323|150896
54323|164991
54323|177394
54323|190895
54323|191771
54323|196609
54323|203098
54323|223036
54323|224612
54323|231975
54323|239738
54323|239739
54323|239742
54323|239745
54323|239751
54323|246256
54323|281876
54323|285686
54323|299196
54323|313802
54323|327646
54323|350649
54326|118363
54327|46528
54328|50968
54328|62900
54328|120171
54328|154297
54328|224080
54328|233981
54329|26009
54331|234464
54332|344816
54333|52435
54333|80794
54333|282534
54334|305752
54335|94159
54335|314366
54336|282582
54337|7653
54337|14312
54337|18217
54337|19800
54337|21309
54337|21887
54337|27963
54337|45471
54337|54283
54337|57974
54337|57975
54337|65939
54337|68700
54337|75200
54337|86471
54337|96700
54337|96897
54337|103601
54337|104404
54337|109861
54337|116656
54337|116668
54337|116679
54337|159053
54337|159067
54337|159192
54337|165652
54337|165657
54337|165658
54337|165659
54337|165675
54337|165680
54337|187310
54337|212271
54337|228727
54337|232728
54337|254680
54337|271273
54337|298312
54337|305243
54337|309796
54337|309797
54337|309798
54337|309799
54337|309800
54337|310004
54337|310005
54337|330571
54337|331357
54337|362144
54338|109935
54338|282941
54339|12171
54340|357325
54340|357329
54340|373844
54342|24754
54342|28720
54342|139412
54343|207083
54343|255636
54343|278951
54344|303676
54344|357219
54345|75748
54345|227837
54346|94045
54346|165877
54346|170197
54346|238195
54346|262555
54346|286741
54346|305097
54346|328314
54346|354271
54346|369551
54347|72474
54348|45835
54348|148539
54348|320369
54349|121074
54350|164857
54351|21753
54351|98552
54351|107519
54351|167339
54351|284954
54351|285161
54351|287184
54351|308490
54351|341633
54351|341690
54352|318586
54353|95409
54354|43056
54355|17009
54355|30542
54355|167363
54355|200804
54355|209868
54355|254400
54355|285255
54355|296625
54355|296627
54355|297725
54355|349263
54355|356299
54356|1967
54357|184131
54358|16282
54358|17663
54358|29262
54358|36618
54358|44915
54358|59043
54358|84765
54358|131947
54358|172720
54358|173395
54358|198744
54358|200685
54358|228692
54358|233315
54358|247479
54358|250586
54358|284874
54358|297676
54358|320920
54358|344374
54359|319883
54360|36606
54360|63504
54360|77014
54360|94915
54360|138080
54360|172814
54360|173399
54360|181447
54360|220698
54360|228422
54360|250555
54360|271553
54360|286493
54360|295198
54361|98632
54362|300416
54363|18123
54364|4100
54364|4171
54364|4198
54364|4199
54364|27505
54364|28742
54364|38217
54364|95401
54364|135874
54364|152699
54364|156600
54364|160177
54364|160749
54364|172563
54364|174300
54364|174804
54364|176094
54364|198692
54364|198735
54364|211467
54364|222061
54364|226851
54364|246086
54364|246087
54364|246101
54364|262864
54364|264960
54364|270185
54364|271422
54364|286586
54364|297431
54364|297748
54364|303329
54364|351161
54364|370211
54364|375879
54365|164857
54366|88847
54366|94918
54366|134351
54366|204912
54366|226138
54366|271116
54367|57284
54367|58756
54367|135505
54367|152365
54367|161992
54367|218272
54367|236510
54367|248263
54367|275944
54367|291583
54367|327548
54367|336957
54367|345071
54367|346675
54368|301126
54369|14635
54370|28181
54370|320661
54370|374221
54371|172488
54371|262766
54372|18838
54372|86844
54372|94456
54372|191403
54372|233424
54372|233444
54372|236936
54372|237357
54372|327099
54372|334973
54373|53736
54373|70985
54373|74633
54373|221901
54374|191851
54375|7319
54375|82285
54375|82286
54375|88727
54375|94079
54375|147379
54375|151876
54375|225967
54375|267912
54375|333945
54375|333951
54375|351328
54376|22117
54376|24563
54376|81506
54376|201292
54376|209510
54376|225882
54376|375930
54377|137850
54378|46066
54378|88588
54378|103169
54378|173660
54378|206490
54378|215655
54378|230459
54378|235919
54378|236167
54378|237854
54378|242640
54378|245990
54378|251847
54378|261351
54378|261678
54378|262184
54378|265027
54378|266068
54378|266256
54378|288986
54378|301300
54378|307736
54378|333470
54378|343967
54378|349209
54378|374447
54378|374646
54379|246212
54379|377824
54380|43682
54380|143766
54380|254021
54380|348881
54381|423
54381|49602
54381|82945
54381|118146
54381|173159
54381|275197
54381|345622
54381|350868
54382|213464
54384|122952
54384|238860
54385|335271
54387|258525
54388|209785
54388|311344
54389|159752
54391|175793
54392|23329
54392|23436
54392|105373
54392|161716
54392|322492
54393|35864
54393|43212
54393|94038
54393|98585
54393|110322
54393|132034
54393|178787
54393|219725
54393|272498
54393|296989
54393|303790
54393|303812
54393|334484
54393|374087
54393|376234
54394|62298
54394|256495
54395|322964
54395|344127
54397|98375
54397|113580
54397|125369
54397|156628
54397|173980
54397|259655
54397|275160
54397|288811
54397|325926
54398|212739
54399|223518
54400|212740
54401|166138
54401|188698
54401|199311
54401|249072
54402|257621
54403|298426
54404|60304
54404|83280
54404|103081
54404|148939
54404|157611
54404|158874
54404|166405
54404|166764
54404|180153
54404|182762
54404|185750
54404|187550
54404|236617
54404|280522
54404|294724
54404|308837
54404|312067
54404|340360
54404|346700
54404|356411
54405|328662
54407|1197
54407|48644
54407|337430
54409|148950
54410|257235
54411|163259
54412|322493
54413|203367
54414|114694
54415|12344
54415|16822
54415|20294
54415|23173
54415|23900
54415|27292
54415|31769
54415|37819
54415|46129
54415|51760
54415|51761
54415|53619
54415|60364
54415|61595
54415|61665
54415|65802
54415|70267
54415|70810
54415|72348
54415|73698
54415|78687
54415|80008
54415|83567
54415|105038
54415|114711
54415|117586
54415|117589
54415|117818
54415|126634
54415|128111
54415|128357
54415|130466
54415|130631
54415|130878
54415|134520
54415|139552
54415|141327
54415|141468
54415|143399
54415|151711
54415|157168
54415|167690
54415|187165
54415|187176
54415|193203
54415|193205
54415|196875
54415|196924
54415|198658
54415|201560
54415|203068
54415|203079
54415|203676
54415|207951
54415|212237
54415|213903
54415|215947
54415|215970
54415|216437
54415|220658
54415|221301
54415|230312
54415|240726
54415|245386
54415|247222
54415|260089
54415|270358
54415|271109
54415|272076
54415|272129
54415|273405
54415|279059
54415|280776
54415|281567
54415|281568
54415|285125
54415|285442
54415|289041
54415|289044
54415|289480
54415|298517
54415|298528
54415|298542
54415|299766
54415|303438
54415|304997
54415|307017
54415|307877
54415|312832
54415|312834
54415|313751
54415|323557
54415|323590
54415|324214
54415|327311
54415|327867
54415|335060
54415|335157
54415|335158
54415|335627
54415|339695
54415|342679
54415|360215
54415|360216
54415|361769
54415|364397
54415|364662
54415|364663
54415|366852
54417|310102
54418|44649
54418|181889
54419|142565
54419|229762
54419|229763
54419|232604
54422|301905
54423|298977
54423|298978
54424|241955
54425|299129
54426|17161
54426|90625
54426|90632
54426|90638
54426|187348
54426|187354
54426|205939
54426|205942
54426|313306
54426|319412
54426|319415
54426|319419
54426|359412
54426|359416
54426|374402
54427|60482
54430|50067
54430|76899
54430|334924
54431|239099
54432|172913
54433|65621
54433|140221
54433|174953
54433|181576
54433|181996
54433|201302
54433|218219
54433|240987
54433|283624
54433|294028
54433|327967
54433|335380
54436|219833
54437|371020
54438|229289
54440|34916
54441|3142
54441|3918
54441|4012
54441|8751
54441|8874
54441|9194
54441|9304
54441|9331
54441|9358
54441|21569
54441|61064
54441|61470
54441|76872
54441|78279
54441|89416
54441|121440
54441|122049
54441|122911
54441|122965
54441|125164
54441|125444
54441|125728
54441|127919
54441|127920
54441|127922
54441|135215
54441|137196
54441|137282
54441|146356
54441|146895
54441|167575
54441|167744
54441|167894
54441|168320
54441|169127
54441|169129
54441|169696
54441|172297
54441|173097
54441|173258
54441|173319
54441|173508
54441|177864
54441|179163
54441|179551
54441|182415
54441|182497
54441|204397
54441|205564
54441|210154
54441|216492
54441|222922
54441|223301
54441|227432
54441|227437
54441|232524
54441|232902
54441|234538
54441|243631
54441|245881
54441|280424
54441|285613
54441|286656
54441|287636
54441|293609
54441|298747
54441|298802
54441|298924
54441|298972
54441|299245
54441|323530
54441|334745
54441|334828
54441|334840
54441|334859
54441|334921
54441|344007
54441|344162
54441|348979
54441|349168
54441|358124
54441|371975
54441|371989
54441|373173
54441|373365
54441|373892
54443|5244
54443|17102
54443|31473
54443|63681
54443|105185
54443|204118
54443|227920
54443|243326
54443|270443
54443|313044
54443|346638
54443|353833
54443|353863
54443|359173
54445|10392
54445|10523
54445|15340
54445|25489
54445|27726
54445|30633
54445|89468
54445|92463
54445|117887
54445|126921
54445|138001
54445|140500
54445|164119
54445|172636
54445|173663
54445|175081
54445|184028
54445|187575
54445|187580
54445|187582
54445|187583
54445|202412
54445|204003
54445|209582
54445|236843
54445|244021
54445|244242
54445|265932
54445|270584
54445|284687
54445|284845
54445|285973
54445|297192
54445|323064
54445|323066
54445|324997
54445|327132
54446|21827
54446|121926
54446|182048
54446|325332
54447|149581
54448|298732
54449|293582
54452|232929
54453|139133
54453|163011
54453|232907
54453|289477
54453|292132
54453|298803
54454|176209
54455|5940
54455|28236
54456|19331
54456|68407
54456|68411
54456|70145
54456|84630
54456|107457
54456|151284
54456|155515
54456|189343
54456|192814
54456|195110
54456|217654
54456|235840
54456|239773
54456|249080
54456|272358
54456|306986
54457|102587
54458|40271
54458|174019
54458|189022
54458|197438
54458|319655
54459|181142
54460|314628
54460|340248
54461|270677
54462|95807
54462|145521
54462|176124
54462|182345
54462|197721
54462|211231
54462|348568
54463|174987
54463|187640
54463|242485
54463|263695
54463|267899
54463|371351
54463|373744
54463|374461
54464|350553
54465|354728
54466|12712
54466|238079
54467|63174
54467|137553
54467|217364
54468|55349
54469|1212
54469|217406
54469|236592
54469|324189
54470|351369
54471|168444
54472|275563
54473|232818
54477|64274
54477|68784
54477|73621
54477|83355
54477|88230
54477|97732
54477|171595
54477|201172
54477|217681
54477|218448
54477|219462
54477|236516
54477|240162
54477|248915
54477|257006
54477|270631
54477|282099
54477|285466
54477|287975
54477|294559
54477|322587
54477|327888
54477|336929
54477|345048
54477|345365
54477|346523
54477|346709
54477|346795
54477|370462
54477|377984
54478|51671
54478|67025
54478|212412
54478|293402
54479|210286
54480|169976
54480|218054
54481|191953
54482|103572
54483|355114
54484|216739
54484|216748
54484|293789
54485|376992
54486|67104
54486|247107
54487|23571
54487|38780
54487|49720
54487|63730
54487|67103
54487|132807
54487|133110
54487|159901
54487|204230
54487|206955
54487|212576
54487|212577
54487|238012
54487|247387
54487|270884
54487|284830
54487|285743
54487|293318
54487|375234
54487|377575
54488|61107
54488|61108
54488|130276
54488|348663
54489|8856
54489|62243
54489|81411
54489|124926
54489|130521
54489|130533
54489|165202
54489|178260
54489|179370
54489|214416
54489|222089
54489|241947
54489|298920
54489|298954
54489|304017
54489|343745
54490|43048
54490|98117
54490|177085
54490|193918
54490|212306
54490|344945
54491|1141
54491|343781
54492|38517
54492|208589
54492|276910
54492|302635
54493|161158
54493|233049
54493|280309
54494|316513
54496|1033
54496|8249
54496|10020
54496|11934
54496|19624
54496|43758
54496|45140
54496|51241
54496|53743
54496|63552
54496|68663
54496|87500
54496|88067
54496|92899
54496|94236
54496|101006
54496|121936
54496|129247
54496|132984
54496|132991
54496|155138
54496|156294
54496|188671
54496|191560
54496|198970
54496|205487
54496|215021
54496|216774
54496|225420
54496|225523
54496|231397
54496|234573
54496|240280
54496|246306
54496|256998
54496|279723
54496|280527
54496|285819
54496|306154
54496|307617
54496|336902
54496|336968
54496|343554
54496|345154
54496|345188
54496|345329
54496|353660
54496|354101
54496|354585
54496|357851
54496|370057
54496|376998
54496|377896
54497|206245
54498|7846
54499|68017
54499|95398
54500|54222
54500|169133
54501|33635
54502|266902
54503|372794
54504|38407
54506|49333
54507|262669
54508|15368
54508|288827
54509|23288
54509|36173
54509|79460
54509|98483
54509|165005
54509|165006
54509|165007
54509|167336
54509|175925
54509|176089
54509|181757
54509|204374
54509|209550
54509|209686
54509|211254
54509|215200
54509|227655
54509|228705
54509|248558
54509|254735
54509|264545
54509|266964
54509|271387
54509|285593
54509|286553
54509|298231
54509|301437
54509|323672
54510|100343
54511|97177
54511|155927
54511|305735
54511|362847
54512|139710
54512|174525
54512|187375
54512|258632
54513|342140
54514|28794
54514|46973
54515|18878
54515|244062
54515|328500
54516|348703
54517|24164
54518|329989
54519|233964
54519|372466
54520|272158
54521|340751
54522|61026
54522|87231
54522|185063
54522|245368
54522|363864
54523|339939
54524|8182
54524|46276
54526|188730
54527|153794
54528|198586
54529|189884
54530|48257
54530|157585
54531|36729
54533|356531
54534|218279
54535|324685
54536|239957
54536|301127
54537|216728
54538|119279
54538|120925
54538|183667
54538|293541
54538|308818
54538|326032
54539|11649
54539|11810
54539|197337
54539|264252
54539|353147
54540|113490
54540|140502
54540|196118
54540|274289
54540|366453
54541|333053
54542|11193
54542|88926
54542|171675
54542|210274
54542|362510
54543|32482
54543|59098
54543|141608
54543|163662
54543|218657
54543|231383
54543|231872
54544|139071
54544|331565
54545|69813
54547|223736
54549|112327
54549|140631
54549|236894
54550|2012
54550|14098
54550|37832
54550|56858
54550|68092
54550|90425
54550|192609
54550|195458
54550|221122
54550|221123
54550|277697
54550|278524
54550|289258
54550|361545
54551|91134
54551|245947
54553|927
54555|358307
54556|57509
54556|58765
54556|108998
54556|247616
54556|273051
54556|286490
54557|15996
54557|45799
54557|53011
54557|67932
54557|74942
54557|247958
54557|252631
54557|252648
54557|252689
54557|270806
54557|270809
54557|289339
54558|3216
54558|12970
54558|45725
54558|53084
54558|55952
54558|59531
54558|68955
54558|69328
54558|69765
54558|74162
54558|77752
54558|88799
54558|88983
54558|93682
54558|97552
54558|118060
54558|121269
54558|129885
54558|147295
54558|152232
54558|160879
54558|169769
54558|207007
54558|210262
54558|210446
54558|221902
54558|237216
54558|255055
54558|259967
54558|268050
54558|277563
54558|280870
54558|287912
54558|294070
54558|294087
54558|353476
54558|376739
54558|378439
54559|378211
54560|24161
54560|98103
54560|126318
54560|298744
54560|371903
54561|101690
54562|154618
54563|325171
54564|347126
54565|5932
54565|35104
54565|69518
54565|89833
54565|89834
54565|90769
54565|96209
54565|100170
54565|101194
54565|148774
54565|193895
54565|214874
54565|248980
54565|264436
54565|363731
54566|114622
54567|318011
54568|216114
54569|114747
54569|324942
54569|327001
54570|358791
54571|297065
54572|62758
54572|149032
54572|160928
54572|217149
54573|342995
54574|300347
54575|338417
54576|8858
54576|174588
54576|344400
54577|4397
54577|9740
54577|12284
54577|16592
54577|17361
54577|17642
54577|62384
54577|97382
54577|156347
54577|162605
54577|163677
54577|174576
54577|174845
54577|179218
54577|204088
54577|222081
54577|233154
54577|243822
54577|246914
54577|260187
54577|270411
54577|272036
54577|281684
54577|285906
54577|297175
54577|300504
54577|312517
54577|318519
54577|320167
54577|329729
54577|348437
54577|348587
54577|349588
54577|353623
54578|355275
54579|25679
54580|25953
54580|59300
54580|92234
54580|92235
54580|92236
54580|92237
54580|113796
54580|152512
54580|162727
54580|271788
54580|320853
54580|325086
54580|372249
54581|173112
54582|80738
54583|14509
54583|98755
54583|146839
54583|223822
54583|242246
54583|247134
54583|310015
54584|19013
54584|63567
54584|146736
54584|218681
54584|234893
54585|4321
54585|85306
54585|139995
54585|140494
54585|146334
54585|148923
54585|233206
54585|250839
54585|293248
54586|184141
54587|228895
54588|33806
54588|175387
54588|180566
54588|190865
54588|246326
54588|297750
54588|329181
54588|353777
54589|242414
54590|137629
54590|250821
54591|227086
54592|21875
54592|134364
54592|163799
54592|267619
54592|320887
54592|355838
54593|204377
54593|228330
54593|366648
54594|105678
54594|163938
54594|236648
54594|247005
54594|310448
54594|350696
54594|352911
54595|36266
54596|284463
54598|15414
54599|334654
54600|52955
54601|8701
54601|209688
54602|358018
54603|25356
54603|176041
54603|222066
54605|95437
54606|159244
54608|95367
54609|19865
54609|34364
54609|189447
54609|190151
54609|206514
54609|230516
54609|343695
54609|375082
54610|352391
54611|185431
54611|359863
54611|362927
54612|364547
54614|199490
54615|8643
54615|21367
54615|43084
54615|127064
54615|175864
54615|185833
54615|374502
54616|8309
54616|20640
54616|201254
54617|163854
54618|352612
54618|359089
54619|195198
54620|76176
54621|221147
54621|321809
54623|302958
54624|149831
54625|301313
54626|319634
54627|201693
54629|89275
54630|24473
54631|6430
54631|300416
54632|250723
54633|132853
54633|258635
54634|367581
54635|297231
54636|100717
54636|126927
54637|280489
54638|315282
54638|321835
54638|331256
54639|152561
54641|224620
54643|184206
54643|184207
54643|320848
54644|73866
54645|235920
54646|217342
54646|375189
54646|375190
54647|197187
54648|63228
54649|139360
54649|355808
54650|224395
54651|60152
54652|119986
54653|85947
54654|4815
54654|32075
54654|34990
54654|116447
54654|136466
54654|178438
54654|292281
54655|111404
54656|2298
54656|13325
54656|42651
54656|48379
54656|59716
54656|84270
54656|84317
54656|89643
54656|99819
54656|100337
54656|100549
54656|101451
54656|104812
54656|108203
54656|109544
54656|120091
54656|120356
54656|120966
54656|122327
54656|122477
54656|123071
54656|129259
54656|129267
54656|138496
54656|143995
54656|146924
54656|147015
54656|148827
54656|154509
54656|159671
54656|160873
54656|164651
54656|173982
54656|175351
54656|182263
54656|182282
54656|182288
54656|182542
54656|182544
54656|182566
54656|182572
54656|192928
54656|206192
54656|225231
54656|228384
54656|236228
54656|240313
54656|243264
54656|244204
54656|249130
54656|258993
54656|259352
54656|268365
54656|277817
54656|288052
54656|314843
54656|314911
54656|316909
54656|320520
54656|320954
54656|321900
54656|322310
54656|331008
54656|333064
54656|340434
54656|345994
54656|347017
54656|353032
54656|377310
54657|53720
54657|84302
54657|85902
54657|108461
54657|120314
54657|120850
54657|128080
54657|138182
54657|138527
54657|142769
54657|153934
54657|164779
54657|174721
54657|182277
54657|225625
54657|232764
54657|237254
54657|238093
54657|250696
54657|276209
54657|335901
54657|349576
54657|357760
54658|29557
54658|77406
54658|125543
54658|127568
54658|138024
54658|164770
54658|168437
54658|182302
54658|244075
54659|296617
54659|299565
54660|213599
54661|174002
54661|216598
54663|196015
54663|245235
54664|59703
54665|42613
54665|70319
54665|105936
54665|119104
54665|155120
54665|183066
54665|215099
54665|222469
54665|256373
54665|263765
54665|334395
54665|336583
54665|354187
54666|85259
54666|153890
54666|378521
54667|118239
54667|327724
54668|5001
54668|76915
54668|107253
54668|162719
54669|193202
54669|283497
54670|261465
54671|335250
54672|20987
54672|234183
54672|235572
54672|236134
54672|347894
54672|347895
54673|51113
54673|71830
54673|74869
54673|152238
54673|171022
54673|215029
54673|233359
54673|252529
54673|252534
54673|297357
54673|339229
54674|24925
54675|66910
54676|45854
54678|43388
54678|116304
54678|153911
54678|163936
54678|175352
54678|180396
54678|181846
54678|213343
54678|252190
54678|261616
54678|289212
54678|308199
54678|326010
54679|179366
54680|52082
54680|62628
54680|74818
54680|74830
54680|135073
54680|189049
54680|318269
54681|285460
54682|292914
54683|143988
54684|103624
54686|280576
54687|347530
54688|38408
54688|347874
54690|300923
54691|156584
54691|234361
54692|238763
54693|24199
54693|35015
54693|52916
54693|55323
54693|76008
54693|160136
54693|185911
54693|199830
54693|212351
54693|234373
54693|242670
54693|276487
54693|378452
54694|103860
54695|74955
54695|89726
54695|199032
54695|217394
54695|300967
54695|334464
54696|19445
54696|52987
54696|74827
54696|99069
54696|103860
54696|121696
54696|193052
54696|193506
54696|244610
54696|271758
54696|328203
54696|351983
54697|273008
54698|95496
54698|363478
54699|103742
54699|287902
54700|217857
54700|351523
54701|240132
54702|10165
54702|15025
54702|20908
54702|23632
54702|25170
54702|32035
54702|51950
54702|51951
54702|57232
54702|57530
54702|65380
54702|65382
54702|65384
54702|65385
54702|83353
54702|91277
54702|92680
54702|100027
54702|101534
54702|111002
54702|123684
54702|144498
54702|148697
54702|162431
54702|171284
54702|189342
54702|203945
54702|204668
54702|217704
54702|219479
54702|227300
54702|234900
54702|243929
54702|246949
54702|251528
54702|261764
54702|283053
54702|290022
54702|294566
54702|309694
54702|319026
54702|335252
54702|343542
54702|345274
54702|345387
54702|345525
54702|346574
54702|346740
54702|352933
54702|376931
54703|19755
54705|286369
54706|293569
54707|117654
54708|322691
54710|106325
54711|152952
54715|45828
54715|51288
54715|123955
54715|125774
54715|132261
54715|137957
54715|210194
54715|286577
54715|290482
54716|136496
54716|139682
54716|161445
54716|187679
54717|82632
54717|95776
54717|145631
54717|199734
54717|244819
54717|293748
54718|49911
54718|185220
54718|263443
54719|8902
54719|163021
54719|180386
54719|198699
54719|213967
54719|248736
54719|268006
54719|309380
54719|326062
54719|326998
54719|341785
54719|372972
54720|347866
54721|71158
54721|228362
54721|288142
54722|163258
54723|95633
54725|30084
54725|239862
54725|299632
54725|322843
54726|341669
54727|233764
54727|233976
54727|358848
54728|74693
54728|126260
54728|276123
54729|17525
54729|98015
54729|153681
54729|282123
54729|307146
54729|357944
54732|576
54733|260528
54733|336110
54734|373705
54735|16422
54736|3927
54737|28272
54737|72464
54737|89340
54737|137560
54737|137563
54737|137565
54737|137566
54737|137577
54737|154357
54738|82600
54738|329321
54739|99619
54739|281561
54740|321778
54740|330017
54741|258454
54742|247937
54743|82423
54744|3535
54744|24285
54744|71175
54744|136189
54744|155085
54744|187198
54744|278968
54744|328358
54745|218542
54746|162752
54746|276477
54747|183042
54748|222389
54749|39143
54749|106822
54749|220597
54749|262128
54750|97139
54750|313181
54751|10047
54751|50148
54751|193310
54751|218515
54751|236414
54751|247054
54751|254239
54751|324468
54751|354460
54752|232598
54753|44399
54753|47197
54753|180105
54753|180697
54753|255771
54753|292080
54753|303123
54753|357327
54754|284964
54756|12499
54756|124273
54756|206248
54756|293728
54756|324465
54757|127054
54758|3466
54758|14578
54758|33263
54758|49693
54758|51905
54758|75179
54758|94640
54758|100335
54758|109317
54758|129196
54758|143775
54758|145153
54758|145238
54758|148142
54758|170382
54758|184934
54758|214205
54758|236034
54758|244620
54758|275510
54758|336396
54758|341838
54758|354041
54758|357868
54758|371709
54759|76093
54760|199227
54761|29892
54761|105719
54762|89025
54762|264757
54764|161115
54764|251437
54765|263801
54766|254568
54767|327254
54768|327254
54769|165912
54770|198143
54770|231163
54770|265042
54774|12591
54774|17791
54774|24650
54774|28145
54774|43408
54774|43409
54774|43653
54774|43698
54774|44939
54774|46955
54774|51806
54774|57084
54774|57547
54774|57839
54774|58689
54774|58740
54774|58813
54774|59215
54774|59216
54774|59263
54774|59334
54774|60516
54774|60958
54774|61402
54774|62441
54774|62826
54774|66724
54774|68397
54774|68398
54774|68399
54774|69537
54774|91714
54774|103402
54774|111114
54774|118421
54774|134956
54774|162430
54774|169970
54774|199336
54774|212160
54774|215536
54774|252775
54774|254027
54774|261822
54774|263996
54774|265566
54774|266422
54774|278194
54774|278195
54774|278196
54774|279971
54774|280768
54774|282486
54774|283698
54774|287325
54774|287589
54774|309570
54774|333463
54774|340154
54774|346456
54774|346473
54774|346692
54774|376534
54775|249863
54776|81058
54776|211845
54776|211846
54777|227156
54778|377151
54779|238634
54779|279357
54780|63745
54780|258862
54781|265921
54783|31434
54784|41733
54785|94002
54787|86093
54787|219348
54787|240142
54787|316360
54788|265815
54789|270859
54790|40641
54791|68330
54791|102940
54792|352170
54794|34744
54794|39115
54794|199763
54794|199764
54794|274127
54795|318280
54796|105354
54797|13036
54797|19105
54797|108908
54798|20131
54798|37633
54798|323539
54798|344392
54800|266910
54802|18550
54802|77691
54803|31905
54803|109929
54803|285794
54805|343050
54807|15946
54807|45605
54807|323497
54807|363343
54808|63246
54808|65580
54809|68014
54809|324238
54810|103541
54811|102009
54811|220835
54812|84157
54813|179286
54814|199332
54814|345392
54815|10686
